ID,mechanism,fold
AMJ37438.1,antibiotic efflux,0
AMJ37379.1,antibiotic efflux,0
AMJ37375.1,antibiotic inactivation,0
AMJ37339.1,antibiotic efflux,0
AMJ37292.1,antibiotic inactivation,0
AMJ37218.1,antibiotic inactivation,0
AMJ37059.1,antibiotic inactivation,0
AMJ37056.1,antibiotic inactivation,0
AMJ37035.1,antibiotic inactivation,0
AMJ36998.1,antibiotic inactivation,0
AMJ36992.1,antibiotic target replacement,0
AMJ36942.1,antibiotic efflux,0
AMJ36940.1,antibiotic efflux,0
AMJ36864.1,antibiotic efflux,0
AMJ36835.1,antibiotic inactivation,0
AMJ36823.1,antibiotic efflux,0
AMJ36814.1,antibiotic inactivation,0
AMJ36788.1,antibiotic inactivation,0
AMJ36747.1,antibiotic efflux,0
AMJ36744.1,antibiotic inactivation,0
AMJ36694.1,antibiotic efflux,0
AMJ36541.1,antibiotic inactivation,0
AMJ36426.1,antibiotic efflux,0
AMJ36416.1,antibiotic inactivation,0
AMJ36402.1,antibiotic target alteration,0
AMJ36331.1,antibiotic inactivation,0
AMJ36263.1,antibiotic target alteration,0
AMJ36207.1,antibiotic inactivation,0
AMJ36071.1,antibiotic inactivation,0
AMJ36005.1,antibiotic inactivation,0
AMJ36000.1,antibiotic efflux,0
AMJ35989.1,antibiotic inactivation,0
AMJ35965.1,antibiotic efflux,0
AMJ35953.1,antibiotic inactivation,0
AMJ35950.1,antibiotic efflux,0
AMJ35917.1,antibiotic inactivation,0
AMJ35764.1,antibiotic inactivation,0
AMJ35570.1,antibiotic efflux,0
AMJ35560.1,antibiotic efflux,0
AMJ35555.1,antibiotic inactivation,0
AMJ35522.1,antibiotic inactivation,0
AMJ35494.1,antibiotic efflux,0
AMJ35462.1,antibiotic inactivation,0
AMJ35432.1,antibiotic inactivation,0
AMJ35409.1,antibiotic inactivation,0
AMJ35338.1,antibiotic inactivation,0
AMJ35271.1,antibiotic efflux,0
AMJ35249.1,antibiotic efflux,0
AMJ35217.1,antibiotic efflux,0
AMJ35162.1,antibiotic efflux,0
AMJ35156.1,antibiotic inactivation,0
AMJ35141.1,antibiotic efflux,0
AMJ35124.1,antibiotic inactivation,0
AMJ35052.1,antibiotic inactivation,0
AMJ35046.1,antibiotic inactivation,0
AMJ35024.1,antibiotic target alteration,0
AMJ34864.1,antibiotic inactivation,0
AMJ34816.1,antibiotic inactivation,0
AMJ34754.1,antibiotic inactivation,0
AMJ34672.1,antibiotic inactivation,0
AMJ34666.1,antibiotic target protection,0
AMJ34581.1,antibiotic efflux,0
AMJ34544.1,antibiotic efflux,0
AMJ34467.1,antibiotic efflux,0
AMJ34449.1,antibiotic efflux,0
AMJ34434.1,antibiotic inactivation,0
AMJ34432.1,antibiotic inactivation,0
AMJ34359.1,antibiotic efflux,0
AMJ34346.1,antibiotic inactivation,0
AMJ34321.1,antibiotic inactivation,0
AMJ34299.1,antibiotic efflux,0
AMJ34272.1,antibiotic efflux,0
AMJ34230.1,antibiotic inactivation,0
AMJ34192.1,antibiotic inactivation,0
AMJ34190.1,antibiotic inactivation,0
AMJ34074.1,antibiotic inactivation,0
AMJ34072.1,antibiotic efflux,0
AMJ34043.1,antibiotic inactivation,0
AMJ33970.1,antibiotic inactivation,0
AMJ33965.1,antibiotic inactivation,0
AMJ33909.1,antibiotic efflux,0
AMJ33844.1,antibiotic target alteration,0
AMJ33833.1,antibiotic target alteration,0
AMJ33832.1,antibiotic target alteration,0
AMJ33807.1,antibiotic efflux,0
AMJ33679.1,antibiotic inactivation,0
AMJ33667.1,antibiotic inactivation,0
AMJ33665.1,antibiotic inactivation,0
AMJ33662.1,antibiotic efflux,0
AMJ33657.1,antibiotic inactivation,0
AMJ33620.1,antibiotic inactivation,0
AMJ33606.1,antibiotic inactivation,0
AMJ33550.1,antibiotic efflux,0
AMJ33519.1,antibiotic inactivation,0
AMJ33505.1,antibiotic efflux,0
AMJ33439.1,antibiotic target alteration,0
AMJ33433.1,antibiotic efflux,0
AMJ33420.1,antibiotic efflux,0
AMJ33418.1,antibiotic efflux,0
AMJ33274.1,antibiotic efflux,0
AMJ33259.1,antibiotic efflux,0
AMJ33133.1,antibiotic target protection,0
AMJ33089.1,antibiotic efflux,0
AMJ33060.1,antibiotic inactivation,0
AMJ33034.1,antibiotic inactivation,0
AMJ32958.1,antibiotic inactivation,0
AMJ32925.1,antibiotic efflux,0
AMJ32883.1,antibiotic inactivation,0
AMJ32855.1,antibiotic inactivation,0
AMJ32847.1,antibiotic efflux,0
AMJ32845.1,antibiotic efflux,0
AMJ32843.1,antibiotic efflux,0
AMJ32841.1,antibiotic efflux,0
AMJ32763.1,antibiotic inactivation,0
AMJ32740.1,antibiotic inactivation,0
AMJ32735.1,antibiotic inactivation,0
AMJ32620.1,antibiotic efflux,0
AMJ32565.1,antibiotic inactivation,0
AMJ32525.1,antibiotic inactivation,0
AMJ32493.1,antibiotic inactivation,0
AMJ32490.1,antibiotic inactivation,0
AMJ32474.1,antibiotic inactivation,0
AMJ32394.1,antibiotic efflux,0
AMJ32290.1,antibiotic efflux,0
AMJ32281.1,antibiotic inactivation,0
JX009347.1_1037,antibiotic inactivation,0
JX009347.1_1038,antibiotic efflux,0
JX009345.1_1040,antibiotic efflux,0
JX009331.1_1050,antibiotic inactivation,0
JX009233.1_1132,antibiotic efflux,0
JX009229.1_1140,antibiotic inactivation,0
JX009223.1_1144,antibiotic inactivation,0
JX009209.1_1153,antibiotic inactivation,0
JX009362.1_1169,antibiotic inactivation,0
JX009356.1_1172,antibiotic inactivation,0
JX009354.1_1173,antibiotic inactivation,0
JX009352.1_1174,antibiotic inactivation,0
JX009334.1_1190,antibiotic inactivation,0
JX009326.1_1198,antibiotic inactivation,0
JX009304.1_1215,antibiotic inactivation,0
JX009302.1_1216,antibiotic inactivation,0
JX009298.1_1221,antibiotic inactivation,0
JX009294.1_1228,antibiotic inactivation,0
JX009264.1,antibiotic inactivation,0
JX009224.1_1289,antibiotic efflux,0
JX009208.1_1300,antibiotic inactivation,0
JX009202.1_1310,antibiotic inactivation,0
KF630358.1_11322,antibiotic target replacement,0
KF630356.1_11328,antibiotic target replacement,0
KF630350.1_11345,antibiotic target alteration,0
KF630345.1_11355,antibiotic target alteration,0
KF630338.1_11369,antibiotic efflux,0
KF630336.1_11380,antibiotic inactivation,0
KF630330.1_11394,antibiotic target replacement,0
KF630320.1_11419,antibiotic target replacement,0
KF630317.1_11428,antibiotic inactivation,0
KF630301.1_11470,antibiotic target alteration,0
KF630299.1_11473,antibiotic efflux,0
KF630265.1_11554,antibiotic target alteration,0
KF630260.1_11564,antibiotic efflux,0
KF630238.1_11604,antibiotic inactivation,0
KF630235.1_11608,antibiotic inactivation,0
KF630193.1_11714,antibiotic inactivation,0
KF630176.1_11748,antibiotic target protection,0
KF630170.1_11766,antibiotic inactivation,0
KF630158.1_11800,antibiotic target alteration,0
KF630148.1_11825,antibiotic target replacement,0
KF630141.1_11844,antibiotic target replacement,0
KF630137.1_11855,antibiotic target replacement,0
KF630136.1_11858,antibiotic target alteration,0
KF630132.1_11872,antibiotic target replacement,0
KF630131.1_11877,antibiotic target alteration,0
KF630129.1_11885,antibiotic target replacement,0
KF630106.1_11936,antibiotic target replacement,0
KF630105.1_11937,antibiotic target alteration,0
KF630100.1_11951,antibiotic inactivation,0
KF630094.1_11964,antibiotic target alteration,0
KF630079.1_11996,antibiotic target alteration,0
KF630077.1_12001,antibiotic efflux,0
KF630074.1_12007,antibiotic target replacement,0
KF630073.1_12009,antibiotic target alteration,0
KF630073.1_12010,antibiotic target replacement,0
KF630068.1_12024,antibiotic target replacement,0
KF630063.1_12034,antibiotic target replacement,0
KF630063.1_12035,antibiotic target replacement,0
KF630040.1_12093,antibiotic target replacement,0
KF630038.1_12100,antibiotic target alteration,0
KF630030.1_12120,antibiotic inactivation,0
KF630021.1_12142,antibiotic target replacement,0
KF630019.1_12152,antibiotic inactivation,0
KF630018.1_12155,antibiotic target alteration,0
KF630013.1_12166,antibiotic target replacement,0
KF630007.1_12179,antibiotic target alteration,0
KF630007.1_12180,antibiotic target replacement,0
KF629998.1_12202,antibiotic target alteration,0
KF629997.1_12205,antibiotic target replacement,0
KF629995.1_12213,antibiotic target alteration,0
KF629991.1_12229,antibiotic target replacement,0
KF629986.1_12241,antibiotic target replacement,0
KF629981.1_12254,antibiotic target alteration,0
KF629975.1_12275,antibiotic target alteration,0
KF629968.1_12294,antibiotic target alteration,0
KF629967.1_12298,antibiotic target replacement,0
KF629958.1_12320,antibiotic target alteration,0
KF629951.1_12341,antibiotic target protection,0
KF629931.1_12407,antibiotic target replacement,0
KF629930.1_12410,antibiotic target replacement,0
KF629930.1_12411,antibiotic target alteration,0
KF629929.1_12412,antibiotic target alteration,0
KF629923.1_12428,antibiotic target alteration,0
KF629921.1_12433,antibiotic target replacement,0
KF629916.1_12446,antibiotic target alteration,0
KF629912.1_12457,antibiotic efflux,0
KF629911.1_12463,antibiotic target replacement,0
KF629904.1_12488,antibiotic target alteration,0
KF629895.1_12516,antibiotic target replacement,0
KF629891.1_12530,antibiotic inactivation,0
KF629866.1_12604,antibiotic target replacement,0
KF629861.1_12613,antibiotic target protection,0
KF629853.1_12636,antibiotic target alteration,0
KF629844.1_12662,antibiotic target alteration,0
KF629835.1_12685,antibiotic target alteration,0
KF629831.1_12692,antibiotic target alteration,0
KF629825.1_12712,antibiotic target replacement,0
KF629822.1_12718,antibiotic target alteration,0
KF629821.1_12723,antibiotic target alteration,0
KF629820.1_12725,antibiotic target alteration,0
KF629810.1_12757,antibiotic target alteration,0
KF629809.1_12760,antibiotic target alteration,0
KF629798.1_12790,antibiotic target replacement,0
KF629792.1_12803,antibiotic target alteration,0
KF629785.1_12826,antibiotic target replacement,0
KF629769.1_12872,antibiotic inactivation,0
KF629764.1_12884,antibiotic target alteration,0
KF629754.1_12914,antibiotic target protection,0
KF629748.1_12933,antibiotic target alteration,0
KF629743.1_12952,antibiotic target replacement,0
KF629739.1_12959,antibiotic target alteration,0
KF629736.1_12969,antibiotic target replacement,0
KF629734.1_12973,antibiotic target replacement,0
KF629710.1_13051,antibiotic inactivation,0
KF629710.1_13052,antibiotic inactivation,0
KF629705.1_13061,antibiotic target replacement,0
KF629702.1_13067,antibiotic target alteration,0
KF629693.1_13097,antibiotic target replacement,0
KF629692.1_13100,antibiotic inactivation,0
KF629687.1_13115,antibiotic inactivation,0
KF629674.1_13147,antibiotic target protection,0
KF629673.1_13150,antibiotic target replacement,0
KF629671.1_13154,antibiotic target alteration,0
KF629669.1_13158,antibiotic target replacement,0
KF629638.1_13226,antibiotic target alteration,0
KF629634.1_13235,antibiotic target alteration,0
KF629624.1_13259,antibiotic target alteration,0
KF629621.1_13266,antibiotic target replacement,0
KF629614.1_13287,antibiotic target alteration,0
KF629600.1_13321,antibiotic target alteration,0
KF629599.1_13323,antibiotic target alteration,0
KF629599.1_13324,antibiotic target alteration,0
KF629598.1_13326,antibiotic target replacement,0
KF629597.1_13332,antibiotic efflux,0
KF629592.1_13352,antibiotic target alteration,0
KF629583.1_13368,antibiotic target alteration,0
KF629575.1_13383,antibiotic target replacement,0
KF629557.1_13438,antibiotic target alteration,0
KF629555.1_13451,antibiotic target alteration,0
KF629542.1_13487,antibiotic target alteration,0
KF629536.1_13498,antibiotic target alteration,0
KF629528.1_13524,antibiotic inactivation,0
KF629519.1_13551,antibiotic target alteration,0
KF629498.1_13617,antibiotic target replacement,0
KF629497.1_13619,antibiotic target alteration,0
KF629496.1_13621,antibiotic target alteration,0
KF629488.1_13645,antibiotic target replacement,0
KF629486.1_13649,antibiotic target protection,0
KF629460.1_13719,antibiotic target replacement,0
KF629458.1_13723,antibiotic target replacement,0
KF629454.1_13736,antibiotic target replacement,0
KF629450.1_13747,antibiotic target alteration,0
KF629446.1_13755,antibiotic target protection,0
KF629436.1_13780,antibiotic target replacement,0
KF629430.1_13797,antibiotic target replacement,0
KF629429.1_13800,antibiotic target replacement,0
KF629429.1_13801,antibiotic target alteration,0
KF629420.1_13825,antibiotic target alteration,0
KF629420.1_13826,antibiotic target replacement,0
KF629419.1_13828,antibiotic inactivation,0
KF629412.1_13845,antibiotic inactivation,0
KF629412.1_13846,antibiotic inactivation,0
KF629407.1_13861,antibiotic target alteration,0
KF629397.1_13893,antibiotic efflux,0
KF629385.1_13924,antibiotic target alteration,0
KF629381.1_13934,antibiotic target replacement,0
KF629365.1_13983,antibiotic target alteration,0
KF629360.1_13998,antibiotic target alteration,0
KF629353.1_14019,antibiotic target alteration,0
KF629336.1_14072,antibiotic target alteration,0
KF629334.1_14080,antibiotic target replacement,0
KF629331.1_14091,antibiotic inactivation,0
KF629326.1_14109,antibiotic target alteration,0
KF629324.1_14115,antibiotic inactivation,0
KF629305.1_14166,antibiotic target alteration,0
KF629293.1_14198,antibiotic target replacement,0
KF629286.1_14220,antibiotic target replacement,0
KF629283.1_14228,antibiotic target replacement,0
KF629282.1_14231,antibiotic target alteration,0
KF629274.1_14249,antibiotic inactivation,0
KF629269.1_14262,antibiotic target alteration,0
KF629261.1_14281,antibiotic inactivation,0
KF629252.1_14305,antibiotic inactivation,0
KF629247.1_14320,antibiotic efflux,0
KF629246.1_14321,antibiotic target alteration,0
KF629233.1_14352,antibiotic target replacement,0
KF629232.1_14354,antibiotic target replacement,0
KF629226.1_14369,antibiotic target alteration,0
KF629221.1_14380,antibiotic target replacement,0
KF629219.1_14386,antibiotic target alteration,0
KF629216.1_14395,antibiotic target alteration,0
KF629213.1_14400,antibiotic target replacement,0
KF629211.1_14406,antibiotic target alteration,0
KF629210.1_14410,antibiotic target replacement,0
KF629209.1_14414,antibiotic target alteration,0
KF629205.1_14427,antibiotic inactivation,0
KF629197.1_14446,antibiotic inactivation,0
KF629191.1_14462,antibiotic target alteration,0
KF629186.1_14478,antibiotic target replacement,0
KF629183.1_14490,antibiotic target alteration,0
KF629182.1_14492,antibiotic target alteration,0
KF629173.1_14516,antibiotic efflux,0
KF629157.1_14556,antibiotic target alteration,0
KF629156.1_14558,antibiotic target alteration,0
KF629154.1_14565,antibiotic target alteration,0
KF629146.1_14582,antibiotic target alteration,0
KF629143.1_14586,antibiotic target alteration,0
KF629142.1_14590,antibiotic target replacement,0
KF629141.1_14593,antibiotic target replacement,0
KF629137.1_14604,antibiotic target alteration,0
KF629128.1_14630,antibiotic target alteration,0
KF629121.1_14646,antibiotic target replacement,0
KF629115.1_14655,antibiotic target alteration,0
KF629107.1_14669,antibiotic target alteration,0
KF629103.1_14683,antibiotic target alteration,0
KF629098.1_14698,antibiotic target replacement,0
KF629096.1_14701,antibiotic target alteration,0
KF629094.1_14706,antibiotic target alteration,0
KF629091.1_14718,antibiotic target alteration,0
KF629088.1_14729,antibiotic efflux,0
KF629087.1_14730,antibiotic target alteration,0
KF629085.1_14737,antibiotic target replacement,0
KF629079.1_14749,antibiotic target alteration,0
KF629074.1_14764,antibiotic target alteration,0
KF629073.1_14765,antibiotic target alteration,0
KF629073.1_14766,antibiotic target replacement,0
KF629072.1_14768,antibiotic target alteration,0
KF629068.1_14779,antibiotic target alteration,0
KF629068.1_14780,antibiotic target replacement,0
KF629063.1_14790,antibiotic target alteration,0
KF629048.1_14829,antibiotic efflux,0
KF629041.1_14846,antibiotic target alteration,0
KF629039.1_14851,antibiotic target protection,0
KF629033.1_14867,antibiotic target alteration,0
KF629033.1_14868,antibiotic target replacement,0
KF629027.1_14881,antibiotic target alteration,0
KF629025.1_14889,antibiotic target replacement,0
KF629018.1_14905,antibiotic target alteration,0
KF629012.1_14931,antibiotic target alteration,0
KF629008.1_14944,antibiotic inactivation,0
KF628995.1_14980,antibiotic target alteration,0
KF628983.1_15015,antibiotic target alteration,0
KF628968.1_15048,antibiotic target alteration,0
KF628959.1_15072,antibiotic target alteration,0
KF628953.1_15090,antibiotic target alteration,0
KF628952.1_15093,antibiotic target alteration,0
KF628950.1_15098,antibiotic target alteration,0
KF628950.1_15099,antibiotic target replacement,0
KF628946.1_15106,antibiotic target replacement,0
KF628932.1_15133,antibiotic target alteration,0
KF628932.1_15135,antibiotic target alteration,0
KF628929.1_15145,antibiotic inactivation,0
KF628925.1_15159,antibiotic target replacement,0
KF628910.1_15192,antibiotic target alteration,0
KF628906.1_15200,antibiotic target alteration,0
KF628897.1_15220,antibiotic target alteration,0
KF628896.1_15223,antibiotic target replacement,0
KF628884.1_15257,antibiotic target alteration,0
KF628883.1_15259,antibiotic target replacement,0
KF628875.1_15277,antibiotic target alteration,0
KF628873.1_15281,antibiotic target alteration,0
KF628864.1_15304,antibiotic target replacement,0
KF628859.1_15314,antibiotic target alteration,0
KF628842.1_15362,antibiotic target alteration,0
KF628838.1_15372,antibiotic target alteration,0
KF628833.1_15382,antibiotic target alteration,0
KF628832.1_15385,antibiotic target replacement,0
KF628815.1_15432,antibiotic target protection,0
KF628813.1_15438,antibiotic inactivation,0
KF628805.1_15454,antibiotic target alteration,0
KF628804.1_15459,antibiotic target replacement,0
KF628801.1_15463,antibiotic target alteration,0
KF628801.1_15464,antibiotic target alteration,0
KF628790.1_15493,antibiotic target alteration,0
KF628782.1_15515,antibiotic target alteration,0
KF628780.1_15522,antibiotic target alteration,0
KF628775.1_15536,antibiotic efflux,0
KF628764.1_15553,antibiotic inactivation,0
KF628764.1_15554,antibiotic target replacement,0
KF628764.1_15555,antibiotic target replacement,0
KF628758.1_15573,antibiotic target alteration,0
KF628748.1_15599,antibiotic target alteration,0
